,Item_Weight,Item_Visibility,Item_MRP,Low Fat,Regular,High,Medium,Small,Tier 1,Tier 2,Tier 3,Supermarket Type1,Supermarket Type2,Outlet_Identifier,Item_Type,Outlet_Establishment_Year,Item_Outlet_Sales_Prediction
1367,10.395,0.036876003,228.3352,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,3897.5841708732764
1370,9.3,0.066783292,183.0292,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,2995.546940541936
1371,5.94,0.029347924,188.4556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,3138.5293943485144
1372,6.055,0.0,160.1578,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,1.0,2679.116429625266
1373,14.0,0.0,155.6656,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2267.5624930576905
1376,11.15,0.073307104,65.2142,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,1024.3162134439758
1378,17.7,0.051018257,125.2678,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,2044.1691913334826
1379,13.85,0.085258864,116.8124,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,8.0,2.0,1995.8299943352358
1380,18.7,0.057489563,84.7566,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,1356.0636452444583
1381,16.1,0.034446714,253.3356,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,3866.2924138118947
1382,10.5,0.071198613,120.6098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,2.0,1954.9160554833493
1383,7.725,0.047857249,249.2092,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,4145.850664175816
1384,11.1,0.135116764,220.4482,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,10.0,1.0,3664.7142380478303
1386,14.85,0.054056872,123.2072,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,3.0,1702.6742102521634
1387,13.0,0.083854075,198.7426,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,3.0,2944.0050679485544
1390,6.63,0.104001913,168.45,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,2854.73516395674
1392,14.0,0.060415636,153.1656,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,2625.91969329869
1394,7.855,0.161413005,35.2848,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,479.90572786495613
1395,7.945,0.01594096,163.121,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2381.642465156928
1397,9.8,0.106697143,175.637,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2911.38421912041
1398,7.075,0.022562708,95.9068,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1662.2739960453796
1399,11.65,0.174319632,55.5298,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,831.265935892885
1402,17.5,0.052525654,104.399,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,8.0,2.0,1724.9622910862272
1403,9.6,0.036285125,141.2154,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2316.3332591941316
1404,8.895,0.12471467,111.4544,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,10.0,2.0,1743.828496663115
1405,11.395,0.021694101,150.0708,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,13.0,2.0,2188.5075521886565
1406,15.0,0.046366458,119.9414,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,13.0,1.0,2077.033060590247
1407,18.2,0.012605492,137.818,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2352.3660531782907
1409,8.775,0.021691386,110.5228,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,1530.237288630443
1413,17.25,0.042206477,170.2764,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,1.0,2797.73200165168
1414,9.195,0.048019877,104.2622,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,1699.4833301508856
1415,10.1,0.167016095,241.5512,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,3911.8556463013506
1417,5.75,0.075155997,114.1176,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,14.0,1.0,1993.3449228655122
1418,13.65,0.039816816,34.1558,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,4.0,635.1718632946263
1419,21.2,0.070964186,175.637,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,1.0,2565.4063587377955
1420,9.5,0.022040367,194.1452,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,3222.3138297312757
1422,7.42,0.025735975,187.7872,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,2.0,3224.558671424136
1424,11.0,0.105748691,123.1046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,1.0,1979.8629903005863
1425,15.5,0.025370468,81.1934,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,1315.3168643382915
1427,6.92,0.038513862,61.5852,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1034.9303602587856
1429,20.0,0.028100349,46.9744,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,809.3734703451128
1430,10.895,0.009661057,122.973,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,3.0,1747.9906977943347
1432,15.6,0.099297902,60.5194,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,3.0,986.4454864823547
1433,7.93,0.071122419,43.7086,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,3.0,780.6332251933663
1434,16.85,0.0,185.3266,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,3159.24416428462
1436,16.0,0.057148803,224.3404,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,2.0,3716.8776672135114
1440,18.35,0.015304311,105.7938,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,1710.7464340398506
1441,20.35,0.141816013,122.2072,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1882.2822782264748
1442,7.75,0.04320284,95.6436,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,1.0,1566.6202257695645
1443,7.475,0.075727897,154.7656,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,3.0,2506.3690206774877
1444,10.895,0.020947887,257.5672,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,2.0,4356.601528212381
1446,15.25,0.06127993,129.6968,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,14.0,3.0,2158.703965340418
1447,16.35,0.062399603,224.7062,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,3800.6415150174766
1448,20.0,0.104063695,104.5622,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,1791.9687537336986
1449,11.3,0.047708667,178.366,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3002.621065385982
1452,10.395,0.091172403,48.6008,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,736.9764890986967
1456,15.6,0.025302804,176.8054,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,3.0,2621.3203523434554
1457,5.21,0.011027014,260.6962,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,4369.680191074602
1459,18.5,0.052280828,117.3124,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,2.0,1592.823218427147
1460,20.35,0.083729547,184.4292,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,3024.6579592904895
1461,19.2,0.094064368,187.0214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,13.0,2.0,3098.830533815985
1464,17.6,0.041445492,35.219,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,4.0,627.644363527721
1465,16.0,0.172726426,156.7972,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,2560.4803763494206
1466,15.2,0.084284513,254.933,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,3823.1157565816206
1468,15.6,0.035499428,115.7518,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,2001.1641785345691
1470,6.785,0.023068402,209.7928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,4.0,3194.0481726341327
1473,9.395,0.159334462,224.372,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,3571.3358200236366
1476,16.35,0.034643462,127.402,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,2101.622198467962
1482,18.25,0.060237241,164.9526,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2767.9302703725084
1484,5.48,0.015095622,82.325,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,2.0,1372.9003831993227
1489,7.72,0.088502045,116.2466,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1923.861866995348
1491,8.895,0.039200151,207.5296,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,1.0,3141.145579596369
1493,5.175,0.030355463,35.0874,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,555.1261788010975
1496,9.8,0.140584452,52.3008,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,863.6448363867694
1497,13.65,0.026597059,36.3532,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,687.3083360406563
1498,7.35,0.014365128,242.8512,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,13.0,2.0,4051.6084489499904
1501,10.195,0.080619969,119.144,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,2.0,1606.1994784645526
1506,12.1,0.015431545,162.7526,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,3.0,2797.751556993469
1507,8.985,0.183368339,100.07,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1628.2719891321408
1508,5.485,0.042751812,164.5842,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2675.6785993831677
1509,16.7,0.070141633,214.985,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,2.0,3601.46079813833
1511,20.7,0.100174939,123.2388,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1929.7522717852507
1512,18.0,0.015513314,156.9604,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2294.555271289348
1513,6.635,0.046081489,38.0506,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,13.0,2.0,748.1897034854064
1514,6.895,0.022456327,141.2812,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2439.301616665621
1520,11.8,0.025926223,99.9674,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1656.4318265797233
1521,6.11,0.152573001,45.1086,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,317.1716360991336
1522,4.61,0.122550245,176.1396,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,1.0,2853.787254469387
1523,17.5,0.097885516,172.6738,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,14.0,1.0,2909.2921792790517
1526,19.2,0.124555719,90.3488,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1096.1077758170272
1527,16.2,0.103473165,103.799,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,1606.2859954431024
1528,15.5,0.053372178,43.377,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,653.4752296665274
1529,8.51,0.051945908,141.547,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,2296.0454947161475
1532,9.8,0.09060629,195.0478,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,3222.6487681626327
1533,14.0,0.024430294,42.6454,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,391.4559604063411
1534,11.395,0.069695361,233.7616,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,3879.1051163468233
1536,10.5,0.116651733,162.421,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,2756.849840815737
1538,10.895,0.03258625,145.6102,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2108.7561046643796
1539,7.21,0.144631478,100.6332,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1548.969297801732
1542,7.63,0.134597662,44.7402,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,659.6086756243562
1545,12.3,0.111447593,33.4874,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,15.0,3.0,527.1663445912732
1550,14.85,0.018556186,187.1214,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3102.7356459671214
1554,11.15,0.032256191,165.1526,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,2692.196047217701
1555,17.85,0.046625941,152.3682,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,2578.9501970579972
1556,18.5,0.062353714,145.4418,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,2412.6043524445654
1557,14.3,0.0,98.7726,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,1700.1006885061406
1558,13.8,0.09698132,55.593,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,862.519957884856
1559,18.2,0.066241884,250.9092,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,3.0,4131.3957159597485
1560,14.6,0.04302561,110.0254,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,1845.020535981388
1561,13.3,0.009579343,62.351,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,3.0,1135.0177666205464
1565,17.85,0.0,96.8094,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,11.0,2.0,1628.1971687261685
1566,20.35,0.030901894,254.2672,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,4250.11909348649
1567,10.895,0.064663519,194.0794,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,3260.199793600403
1569,8.92,0.0,178.137,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,2.0,2654.44809027801
1572,20.35,0.151688857,80.6276,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,2.0,913.4130317668428
1574,13.5,0.054944247,36.3874,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,554.9256417482939
1575,10.8,0.028943289,239.6222,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3915.462008291776
1576,10.195,0.080417724,121.244,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1988.3622892467715
1578,11.5,0.0,125.6704,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2058.4161489224016
1579,11.15,0.119952711,45.2744,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,13.0,2.0,657.3263430606789
1580,7.97,0.021535488,109.6596,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,1795.687807432087
1581,5.44,0.025479919,238.5538,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3924.788894882359
1586,17.5,0.097822555,175.4738,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,2829.1376146809057
1587,12.1,0.148381569,104.928,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,1587.9800355547613
1590,11.5,0.037628842,109.5254,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1832.8413516350952
1592,18.35,0.088965771,189.8504,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,2.0,3180.5695601772545
1594,16.35,0.03466576,125.902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,4.0,2162.1917627498156
1595,10.1,0.0,60.7878,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,11.0,1.0,1067.671385256162
1596,12.65,0.156014453,238.9538,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,3966.5870815753983
1597,10.1,0.167836117,241.0512,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,3572.0164137824927
1598,5.305,0.046989556,184.3608,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,11.0,1.0,3081.976182569187
1599,7.605,0.129767515,161.821,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2278.110752597634
1601,17.35,0.020591811,81.0618,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1359.3862209376252
1602,20.7,0.07961949,98.6042,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1248.100999584592
1603,8.27,0.089693419,152.2708,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,15.0,2.0,2546.3875881607896
1604,14.15,0.02438425,194.411,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,3245.3487118377575
1605,10.8,0.058671483,73.838,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,858.8694470766745
1609,12.3,0.009408748,74.838,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,3.0,1343.6210439616011
1610,15.6,0.066713516,184.2924,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,3091.1382355063965
1612,8.52,0.027036842,150.8682,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,2472.8772012972718
1613,9.895,0.060160503,232.2642,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,3856.0305390959707
1615,12.35,0.0,199.0426,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,3351.9429983251225
1619,15.6,0.099125013,63.0194,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1073.5597127781953
1620,10.895,0.032447909,146.9102,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2530.9753931290766
1623,18.6,0.01270511,122.8414,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,3.0,1708.0379907776978
1624,12.5,0.103863648,168.8448,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,15.0,3.0,2434.1327196638235
1625,20.75,0.007583861,107.0622,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1438.103349144159
1628,17.85,0.087395867,194.2794,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,3149.53566558351
1630,6.235,0.020280634,258.4962,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,3958.536912749372
1632,9.8,0.056474207,85.6908,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,14.0,2.0,1463.9724341622946
1633,6.215,0.012148905,36.5848,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,582.5211553095423
1635,16.6,0.102986542,117.9466,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1837.4618614627607
1642,8.185,0.046475348,47.9692,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,861.9982716615664
1643,9.5,0.035144569,171.8448,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,2979.3878685883515
1645,19.35,0.058279823,237.4564,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,3622.8735811558586
1649,18.35,0.033265629,152.334,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,4.0,2547.916860681204
1653,20.25,0.0,184.6924,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3163.073285041552
1654,6.215,0.049612318,224.1062,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,15.0,1.0,3842.9856375651257
1655,13.0,0.083179333,62.0194,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,622.763004538554
1657,9.105,0.038541712,33.09,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,573.3873614442896
1658,11.5,0.046123804,118.6124,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,15.0,1.0,1945.5703111231178
1660,12.85,0.033179231,171.5422,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2807.6386503710196
1661,8.575,0.023923093,105.528,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,13.0,2.0,1796.3469652102963
1662,9.695,0.047390108,245.0144,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,4.0,4071.3854175512447
1665,11.8,0.0,177.2686,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,3030.87506631965
1666,6.235,0.020181546,260.1962,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0,3.0,4341.464148562918
1667,16.25,0.078153958,91.3804,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,1577.4627406241675
1668,13.65,0.015898191,229.7668,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,2.0,3805.3798834114637
1672,19.7,0.026958635,98.5726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,1284.9374131172185
1673,10.8,0.098331927,100.5042,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,4.0,1617.5044869722383
1677,7.275,0.027947642,146.876,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,2379.734426396674
1679,13.5,0.12578499,261.691,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3936.0621018762563
1680,20.2,0.112299979,126.4046,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,13.0,1.0,2122.494629733225
1683,8.6,0.0693587,89.9146,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,1459.976818766936
1685,9.195,0.107801614,182.3634,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,3.0,2958.5418098937057
1687,17.75,0.014580169,157.5262,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,2571.406746920587
1689,7.935,0.017153018,48.135,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,4.0,896.7788349372363
